"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"2","0.046695188","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"3","-0.000150102","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"4","0.046842190","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"5","10.010353387","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"6","10.010592891","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"7","10.051702997","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"8","10.051666997","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"9","13.418918877","192.168.174.128","209.115.181.110","NTP","90","NTP Version 4, client"
"10","13.481195896","209.115.181.110","192.168.174.128","NTP","90","NTP Version 4, server"
"11","20.024161369","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"12","20.055206299","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"13","20.024122368","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"14","20.054930393","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"15","30.025937901","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"16","30.067294467","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"17","30.025925701","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"18","30.067631176","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"19","34.873884539","192.168.174.130","192.168.174.254","DHCP","385","DHCP Request  - Transaction ID 0xb2b0dff4"
"20","34.873901539","192.168.174.254","192.168.174.130","DHCP","347","DHCP ACK      - Transaction ID 0xb2b0dff4"
"21","34.875035066","VMware_79:c9:06","Broadcast","ARP","60","ARP Announcement for 192.168.174.130"
"22","35.352138289","192.168.174.128","152.199.4.33","TCP","54","52658  >  443 [ACK] Seq=1 Ack=1 Win=62780 Len=0"
"23","36.566313686","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"24","36.566330587","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"25","36.878471760","VMware_79:c9:06","Broadcast","ARP","60","ARP Announcement for 192.168.174.130"
"26","37.009991123","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"27","37.010042624","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"28","37.571818105","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"29","37.571612300","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"30","38.012669770","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"31","38.012646070","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"32","38.579495258","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"33","38.579351755","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"34","39.015658108","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"35","39.015696109","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"36","39.587328302","192.168.174.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"37","39.587333602","172.16.0.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"38","40.024499467","172.16.0.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"39","39.917223072","VMware_79:c9:06","VMware_f4:94:ca","ARP","60","Who has 192.168.174.254? Tell 192.168.174.130"
"40","40.039935725","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"41","39.917235473","VMware_f4:94:ca","VMware_79:c9:06","ARP","60","192.168.174.254 is at 00:50:56:f4:94:ca"
"42","40.070907046","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"43","40.024395064","192.168.174.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"44","40.039885724","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"45","40.070997148","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"46","40.472101468","VMware_a9:d9:ac","VMware_fd:87:bd","ARP","42","Who has 192.168.174.2? Tell 192.168.174.128"
"47","40.472343374","VMware_fd:87:bd","VMware_a9:d9:ac","ARP","60","192.168.174.2 is at 00:50:56:fd:87:bd"
"48","48.090669891","172.16.0.4","172.16.208.128","TCP","74","55666  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427869172 TSecr=0 WS=128"
"49","48.090869296","172.16.208.128","172.16.0.4","TCP","74","12345  >  55666 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164683514 TSecr=1427869172 WS=128"
"50","48.091816118","172.16.0.4","172.16.208.128","TCP","66","55666  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427869174 TSecr=164683514"
"51","48.092398632","172.16.0.4","172.16.208.128","TCP","66","55666  >  12345 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427869174 TSecr=164683514"
"52","48.094948390","172.16.208.128","172.16.0.4","TCP","66","12345  >  55666 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164683518 TSecr=1427869174"
"53","48.095736608","172.16.0.4","172.16.208.128","TCP","66","55666  >  12345 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=1427869178 TSecr=164683518"
"54","48.887564516","172.16.0.4","172.16.208.128","TCP","74","55668  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427869969 TSecr=0 WS=128"
"55","48.887706119","172.16.208.128","172.16.0.4","TCP","74","12345  >  55668 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164684311 TSecr=1427869969 WS=128"
"56","48.888244632","172.16.0.4","172.16.208.128","TCP","66","55668  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427869970 TSecr=164684311"
"57","48.888557039","172.16.0.4","172.16.208.128","TCP","67","55668  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427869970 TSecr=164684311"
"58","48.888590740","172.16.0.4","172.16.208.128","TCP","66","55668  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427869971 TSecr=164684311"
"59","48.888638041","172.16.208.128","172.16.0.4","TCP","66","12345  >  55668 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164684312 TSecr=1427869970"
"60","48.888839245","172.16.208.128","172.16.0.4","TCP","66","12345  >  55668 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164684312 TSecr=1427869971"
"61","48.889583163","172.16.0.4","172.16.208.128","TCP","66","55668  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427869971 TSecr=164684312"
"62","49.295983656","172.16.0.4","172.16.208.128","TCP","74","55670  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870377 TSecr=0 WS=128"
"63","49.296084158","172.16.208.128","172.16.0.4","TCP","74","12345  >  55670 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164684719 TSecr=1427870377 WS=128"
"64","49.296594070","172.16.0.4","172.16.208.128","TCP","66","55670  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870379 TSecr=164684719"
"65","49.297117183","172.16.0.4","172.16.208.128","TCP","67","55670  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870379 TSecr=164684719"
"66","49.297159983","172.16.0.4","172.16.208.128","TCP","66","55670  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870379 TSecr=164684719"
"67","49.297208985","172.16.208.128","172.16.0.4","TCP","66","12345  >  55670 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164684720 TSecr=1427870379"
"68","49.297747497","172.16.208.128","172.16.0.4","TCP","66","12345  >  55670 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164684721 TSecr=1427870379"
"69","49.298420813","172.16.0.4","172.16.208.128","TCP","66","55670  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870380 TSecr=164684721"
"70","49.415095608","172.16.0.4","172.16.208.128","TCP","74","55672  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870497 TSecr=0 WS=128"
"71","49.415165610","172.16.208.128","172.16.0.4","TCP","74","12345  >  55672 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164684838 TSecr=1427870497 WS=128"
"72","49.415779524","172.16.0.4","172.16.208.128","TCP","66","55672  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870498 TSecr=164684838"
"73","49.415790725","172.16.0.4","172.16.208.128","TCP","67","55672  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870498 TSecr=164684838"
"74","49.416008329","172.16.208.128","172.16.0.4","TCP","66","12345  >  55672 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164684839 TSecr=1427870498"
"75","49.416476940","172.16.0.4","172.16.208.128","TCP","66","55672  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870498 TSecr=164684838"
"76","49.416906950","172.16.208.128","172.16.0.4","TCP","66","12345  >  55672 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164684840 TSecr=1427870498"
"77","49.417653268","172.16.0.4","172.16.208.128","TCP","66","55672  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870499 TSecr=164684840"
"78","49.442715047","172.16.0.4","172.16.208.128","TCP","74","55674  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870525 TSecr=0 WS=128"
"79","49.442813749","172.16.208.128","172.16.0.4","TCP","74","12345  >  55674 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164684866 TSecr=1427870525 WS=128"
"80","49.443987276","172.16.0.4","172.16.208.128","TCP","66","55674  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870525 TSecr=164684866"
"81","49.444004777","172.16.0.4","172.16.208.128","TCP","67","55674  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870526 TSecr=164684866"
"82","49.444021277","172.16.0.4","172.16.208.128","TCP","66","55674  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870526 TSecr=164684866"
"83","49.444193881","172.16.208.128","172.16.0.4","TCP","66","12345  >  55674 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164684867 TSecr=1427870526"
"84","49.444660592","172.16.208.128","172.16.0.4","TCP","66","12345  >  55674 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164684868 TSecr=1427870526"
"85","49.445295706","172.16.0.4","172.16.208.128","TCP","66","55674  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870527 TSecr=164684868"
"86","49.575068806","172.16.0.4","172.16.208.128","TCP","74","55676  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870657 TSecr=0 WS=128"
"87","49.575170108","172.16.208.128","172.16.0.4","TCP","74","12345  >  55676 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164684998 TSecr=1427870657 WS=128"
"88","49.575859024","172.16.0.4","172.16.208.128","TCP","66","55676  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870658 TSecr=164684998"
"89","49.576481238","172.16.0.4","172.16.208.128","TCP","67","55676  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870658 TSecr=164684998"
"90","49.576552039","172.16.208.128","172.16.0.4","TCP","66","12345  >  55676 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685000 TSecr=1427870658"
"91","49.576816446","172.16.0.4","172.16.208.128","TCP","66","55676  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870659 TSecr=164684998"
"92","49.577178354","172.16.208.128","172.16.0.4","TCP","66","12345  >  55676 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685000 TSecr=1427870659"
"93","49.577660665","172.16.0.4","172.16.208.128","TCP","66","55676  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870660 TSecr=164685000"
"94","49.637282543","172.16.0.4","172.16.208.128","TCP","74","55678  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870719 TSecr=0 WS=128"
"95","49.637379445","172.16.208.128","172.16.0.4","TCP","74","12345  >  55678 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685060 TSecr=1427870719 WS=128"
"96","49.638267366","172.16.0.4","172.16.208.128","TCP","66","55678  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870720 TSecr=164685060"
"97","49.638786377","172.16.0.4","172.16.208.128","TCP","67","55678  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870721 TSecr=164685060"
"98","49.638806078","172.16.0.4","172.16.208.128","TCP","66","55678  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870721 TSecr=164685060"
"99","49.638913781","172.16.208.128","172.16.0.4","TCP","66","12345  >  55678 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685062 TSecr=1427870721"
"100","49.639122585","172.16.208.128","172.16.0.4","TCP","66","12345  >  55678 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685062 TSecr=1427870721"
"101","49.639751500","172.16.0.4","172.16.208.128","TCP","66","55678  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870722 TSecr=164685062"
"102","49.683035200","172.16.0.4","172.16.208.128","TCP","74","55680  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870765 TSecr=0 WS=128"
"103","49.683196704","172.16.208.128","172.16.0.4","TCP","74","12345  >  55680 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685106 TSecr=1427870765 WS=128"
"104","49.684170326","172.16.0.4","172.16.208.128","TCP","66","55680  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870766 TSecr=164685106"
"105","49.684187026","172.16.0.4","172.16.208.128","TCP","67","55680  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870766 TSecr=164685106"
"106","49.684203627","172.16.0.4","172.16.208.128","TCP","66","55680  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870766 TSecr=164685106"
"107","49.684383531","172.16.208.128","172.16.0.4","TCP","66","12345  >  55680 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685107 TSecr=1427870766"
"108","49.684741239","172.16.208.128","172.16.0.4","TCP","66","12345  >  55680 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685108 TSecr=1427870766"
"109","49.685610459","172.16.0.4","172.16.208.128","TCP","66","55680  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870767 TSecr=164685108"
"110","49.763019348","172.16.0.4","172.16.208.128","TCP","74","55682  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870845 TSecr=0 WS=128"
"111","49.763145251","172.16.208.128","172.16.0.4","TCP","74","12345  >  55682 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685186 TSecr=1427870845 WS=128"
"112","49.763695964","172.16.0.4","172.16.208.128","TCP","66","55682  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870846 TSecr=164685186"
"113","49.764161174","172.16.0.4","172.16.208.128","TCP","67","55682  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870846 TSecr=164685186"
"114","49.764173575","172.16.0.4","172.16.208.128","TCP","66","55682  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870846 TSecr=164685186"
"115","49.764216976","172.16.208.128","172.16.0.4","TCP","66","12345  >  55682 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685187 TSecr=1427870846"
"116","49.764689787","172.16.208.128","172.16.0.4","TCP","66","12345  >  55682 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685188 TSecr=1427870846"
"117","49.765203499","172.16.0.4","172.16.208.128","TCP","66","55682  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870847 TSecr=164685188"
"118","49.863134062","172.16.0.4","172.16.208.128","TCP","74","55684  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870945 TSecr=0 WS=128"
"119","49.863277665","172.16.208.128","172.16.0.4","TCP","74","12345  >  55684 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685286 TSecr=1427870945 WS=128"
"120","49.864140385","172.16.0.4","172.16.208.128","TCP","66","55684  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870946 TSecr=164685286"
"121","49.864608696","172.16.0.4","172.16.208.128","TCP","67","55684  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870947 TSecr=164685286"
"122","49.864653897","172.16.208.128","172.16.0.4","TCP","66","12345  >  55684 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685288 TSecr=1427870947"
"123","49.865416815","172.16.0.4","172.16.208.128","TCP","66","55684  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870947 TSecr=164685288"
"124","49.866241634","172.16.208.128","172.16.0.4","TCP","66","12345  >  55684 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685289 TSecr=1427870947"
"125","49.866814647","172.16.0.4","172.16.208.128","TCP","66","55684  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870949 TSecr=164685289"
"126","50.051418712","192.168.174.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"127","50.082163722","192.168.174.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"128","49.883214126","172.16.0.4","172.16.208.128","TCP","74","55686  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427870965 TSecr=0 WS=128"
"129","49.883345129","172.16.208.128","172.16.0.4","TCP","74","12345  >  55686 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685306 TSecr=1427870965 WS=128"
"130","49.884415053","172.16.0.4","172.16.208.128","TCP","66","55686  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427870966 TSecr=164685306"
"131","49.884432354","172.16.0.4","172.16.208.128","TCP","67","55686  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427870966 TSecr=164685306"
"132","49.884604358","172.16.208.128","172.16.0.4","TCP","66","12345  >  55686 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685308 TSecr=1427870966"
"133","49.884936166","172.16.0.4","172.16.208.128","TCP","66","55686  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427870967 TSecr=164685306"
"134","49.885457978","172.16.208.128","172.16.0.4","TCP","66","12345  >  55686 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685308 TSecr=1427870967"
"135","49.886224195","172.16.0.4","172.16.208.128","TCP","66","55686  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427870968 TSecr=164685308"
"136","49.954746878","172.16.0.4","172.16.208.128","TCP","74","55688  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427871037 TSecr=0 WS=128"
"137","49.954818880","172.16.208.128","172.16.0.4","TCP","74","12345  >  55688 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685378 TSecr=1427871037 WS=128"
"138","49.955401394","172.16.0.4","172.16.208.128","TCP","66","55688  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427871037 TSecr=164685378"
"139","49.955934806","172.16.0.4","172.16.208.128","TCP","67","55688  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427871038 TSecr=164685378"
"140","49.955978407","172.16.208.128","172.16.0.4","TCP","66","12345  >  55688 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685379 TSecr=1427871038"
"141","49.956280514","172.16.0.4","172.16.208.128","TCP","66","55688  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427871038 TSecr=164685378"
"142","49.956618222","172.16.208.128","172.16.0.4","TCP","66","12345  >  55688 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685380 TSecr=1427871038"
"143","49.957328538","172.16.0.4","172.16.208.128","TCP","66","55688  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427871039 TSecr=164685380"
"144","50.051577315","172.16.0.1","239.255.255.250","SSDP","166","M-SEARCH * HTTP/1.1 "
"145","50.082399728","172.16.0.1","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"146","50.171544987","172.16.0.4","172.16.208.128","TCP","74","55690  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427871253 TSecr=0 WS=128"
"147","50.171671689","172.16.208.128","172.16.0.4","TCP","74","12345  >  55690 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685595 TSecr=1427871253 WS=128"
"148","50.172495808","172.16.0.4","172.16.208.128","TCP","66","55690  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427871254 TSecr=164685595"
"149","50.172953419","172.16.0.4","172.16.208.128","TCP","67","55690  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427871255 TSecr=164685595"
"150","50.172965019","172.16.0.4","172.16.208.128","TCP","66","55690  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427871255 TSecr=164685595"
"151","50.173005920","172.16.208.128","172.16.0.4","TCP","66","12345  >  55690 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685596 TSecr=1427871255"
"152","50.173567233","172.16.208.128","172.16.0.4","TCP","66","12345  >  55690 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685597 TSecr=1427871255"
"153","50.174314350","172.16.0.4","172.16.208.128","TCP","66","55690  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427871256 TSecr=164685597"
"154","50.223845294","172.16.0.4","172.16.208.128","TCP","74","55692  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427871306 TSecr=0 WS=128"
"155","50.224019498","172.16.208.128","172.16.0.4","TCP","74","12345  >  55692 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685647 TSecr=1427871306 WS=128"
"156","50.224790516","172.16.0.4","172.16.208.128","TCP","66","55692  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427871307 TSecr=164685647"
"157","50.224802716","172.16.0.4","172.16.208.128","TCP","67","55692  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427871307 TSecr=164685647"
"158","50.224931519","172.16.208.128","172.16.0.4","TCP","66","12345  >  55692 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685648 TSecr=1427871307"
"159","50.225335728","172.16.0.4","172.16.208.128","TCP","66","55692  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427871307 TSecr=164685647"
"160","50.225700937","172.16.208.128","172.16.0.4","TCP","66","12345  >  55692 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685649 TSecr=1427871307"
"161","50.226603258","172.16.0.4","172.16.208.128","TCP","66","55692  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427871308 TSecr=164685649"
"162","50.298245512","172.16.0.4","172.16.208.128","TCP","74","55694  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427871380 TSecr=0 WS=128"
"163","50.298321414","172.16.208.128","172.16.0.4","TCP","74","12345  >  55694 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685721 TSecr=1427871380 WS=128"
"164","50.298779225","172.16.0.4","172.16.208.128","TCP","66","55694  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427871381 TSecr=164685721"
"165","50.299051231","172.16.0.4","172.16.208.128","TCP","67","55694  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427871381 TSecr=164685721"
"166","50.299063431","172.16.0.4","172.16.208.128","TCP","66","55694  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427871381 TSecr=164685721"
"167","50.299099832","172.16.208.128","172.16.0.4","TCP","66","12345  >  55694 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164685722 TSecr=1427871381"
"168","50.299416239","172.16.208.128","172.16.0.4","TCP","66","12345  >  55694 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164685722 TSecr=1427871381"
"169","50.299932151","172.16.0.4","172.16.208.128","TCP","66","55694  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1427871382 TSecr=164685722"
"170","50.475100996","172.16.0.4","172.16.208.128","TCP","74","55696  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1427871557 TSecr=0 WS=128"
"171","50.475200498","172.16.208.128","172.16.0.4","TCP","74","12345  >  55696 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164685898 TSecr=1427871557 WS=128"
"172","50.475871614","172.16.0.4","172.16.208.128","TCP","66","55696  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1427871558 TSecr=164685898"
"173","50.476542129","172.16.0.4","172.16.208.128","TCP","67","55696  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1427871558 TSecr=164685898"
"174","50.476558830","172.16.0.4","172.16.208.128","TCP","66","55696  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1427871558 TSecr=164685898"
