"No.","Time","Source","Destination","Protocol","Length","Info"
"7264","204.542735728","172.16.208.128","172.16.0.4","TCP","66","12345  >  35598 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164839966 TSecr=1428025624"
"7265","204.543245739","172.16.0.4","172.16.208.128","TCP","66","35598  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025625 TSecr=164839966"
"7266","204.575185515","172.16.0.4","172.16.208.128","TCP","74","35600  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025656 TSecr=0 WS=128"
"7267","204.575274317","172.16.208.128","172.16.0.4","TCP","74","12345  >  35600 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164839998 TSecr=1428025656 WS=128"
"7268","204.575998033","172.16.0.4","172.16.208.128","TCP","66","35600  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025657 TSecr=164839998"
"7269","204.576014133","172.16.0.4","172.16.208.128","TCP","67","35600  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025657 TSecr=164839998"
"7270","204.576179237","172.16.208.128","172.16.0.4","TCP","66","12345  >  35600 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164839999 TSecr=1428025657"
"7271","204.576534044","172.16.0.4","172.16.208.128","TCP","66","35600  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025657 TSecr=164839998"
"7272","204.576902652","172.16.208.128","172.16.0.4","TCP","66","12345  >  35600 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840000 TSecr=1428025657"
"7273","204.577505865","172.16.0.4","172.16.208.128","TCP","66","35600  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025659 TSecr=164840000"
"7274","204.606918488","172.16.0.4","172.16.208.128","TCP","74","35602  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025688 TSecr=0 WS=128"
"7275","204.607009890","172.16.208.128","172.16.0.4","TCP","74","12345  >  35602 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840030 TSecr=1428025688 WS=128"
"7276","204.607720905","172.16.0.4","172.16.208.128","TCP","66","35602  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025689 TSecr=164840030"
"7277","204.608166414","172.16.0.4","172.16.208.128","TCP","67","35602  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025689 TSecr=164840030"
"7278","204.608183215","172.16.0.4","172.16.208.128","TCP","66","35602  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025689 TSecr=164840030"
"7279","204.608301017","172.16.208.128","172.16.0.4","TCP","66","12345  >  35602 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840031 TSecr=1428025689"
"7280","204.609168436","172.16.208.128","172.16.0.4","TCP","66","12345  >  35602 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840032 TSecr=1428025689"
"7281","204.609976953","172.16.0.4","172.16.208.128","TCP","66","35602  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025691 TSecr=164840032"
"7282","204.637596737","172.16.0.4","172.16.208.128","TCP","74","35604  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025719 TSecr=0 WS=128"
"7283","204.637690439","172.16.208.128","172.16.0.4","TCP","74","12345  >  35604 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840061 TSecr=1428025719 WS=128"
"7284","204.638477456","172.16.0.4","172.16.208.128","TCP","66","35604  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025720 TSecr=164840061"
"7285","204.638893065","172.16.0.4","172.16.208.128","TCP","67","35604  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025720 TSecr=164840061"
"7286","204.638989367","172.16.208.128","172.16.0.4","TCP","66","12345  >  35604 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840062 TSecr=1428025720"
"7287","204.639246772","172.16.0.4","172.16.208.128","TCP","66","35604  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025720 TSecr=164840061"
"7288","204.640179792","172.16.208.128","172.16.0.4","TCP","66","12345  >  35604 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840063 TSecr=1428025720"
"7289","204.640904408","172.16.0.4","172.16.208.128","TCP","66","35604  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025722 TSecr=164840063"
"7290","204.668939301","172.16.0.4","172.16.208.128","TCP","74","35606  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025750 TSecr=0 WS=128"
"7291","204.669031003","172.16.208.128","172.16.0.4","TCP","74","12345  >  35606 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840092 TSecr=1428025750 WS=128"
"7292","204.669987024","172.16.0.4","172.16.208.128","TCP","66","35606  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025751 TSecr=164840092"
"7293","204.669999624","172.16.0.4","172.16.208.128","TCP","67","35606  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025751 TSecr=164840092"
"7294","204.670143027","172.16.208.128","172.16.0.4","TCP","66","12345  >  35606 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840093 TSecr=1428025751"
"7295","204.670339831","172.16.0.4","172.16.208.128","TCP","66","35606  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025751 TSecr=164840092"
"7296","204.670451333","172.16.208.128","172.16.0.4","TCP","66","12345  >  35606 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840093 TSecr=1428025751"
"7297","204.670964844","172.16.0.4","172.16.208.128","TCP","66","35606  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025752 TSecr=164840093"
"7298","204.703079224","172.16.0.4","172.16.208.128","TCP","74","35608  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025784 TSecr=0 WS=128"
"7299","204.703171127","172.16.208.128","172.16.0.4","TCP","74","12345  >  35608 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840126 TSecr=1428025784 WS=128"
"7300","204.703852241","172.16.0.4","172.16.208.128","TCP","66","35608  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025785 TSecr=164840126"
"7301","204.705434174","172.16.0.4","172.16.208.128","TCP","67","35608  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025787 TSecr=164840126"
"7302","204.705517276","172.16.208.128","172.16.0.4","TCP","66","12345  >  35608 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840128 TSecr=1428025787"
"7303","204.705827083","172.16.0.4","172.16.208.128","TCP","66","35608  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025787 TSecr=164840126"
"7304","204.706177990","172.16.208.128","172.16.0.4","TCP","66","12345  >  35608 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840129 TSecr=1428025787"
"7305","204.706689701","172.16.0.4","172.16.208.128","TCP","66","35608  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025788 TSecr=164840129"
"7306","204.733710974","172.16.0.4","172.16.208.128","TCP","74","35610  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025815 TSecr=0 WS=128"
"7307","204.733784075","172.16.208.128","172.16.0.4","TCP","74","12345  >  35610 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840157 TSecr=1428025815 WS=128"
"7308","204.734382787","172.16.0.4","172.16.208.128","TCP","66","35610  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025816 TSecr=164840157"
"7309","204.734682794","172.16.0.4","172.16.208.128","TCP","67","35610  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025816 TSecr=164840157"
"7310","204.734695494","172.16.0.4","172.16.208.128","TCP","66","35610  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025816 TSecr=164840157"
"7311","204.734736095","172.16.208.128","172.16.0.4","TCP","66","12345  >  35610 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840158 TSecr=1428025816"
"7312","204.735198605","172.16.208.128","172.16.0.4","TCP","66","12345  >  35610 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840158 TSecr=1428025816"
"7313","204.735683715","172.16.0.4","172.16.208.128","TCP","66","35610  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025817 TSecr=164840158"
"7314","204.763503104","172.16.0.4","172.16.208.128","TCP","74","35612  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025845 TSecr=0 WS=128"
"7315","204.763700008","172.16.208.128","172.16.0.4","TCP","74","12345  >  35612 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840187 TSecr=1428025845 WS=128"
"7316","204.764428624","172.16.0.4","172.16.208.128","TCP","66","35612  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025846 TSecr=164840187"
"7317","204.764757230","172.16.0.4","172.16.208.128","TCP","67","35612  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025846 TSecr=164840187"
"7318","204.764774031","172.16.0.4","172.16.208.128","TCP","66","35612  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025846 TSecr=164840187"
"7319","204.764826532","172.16.208.128","172.16.0.4","TCP","66","12345  >  35612 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840188 TSecr=1428025846"
"7320","204.764982036","172.16.208.128","172.16.0.4","TCP","66","12345  >  35612 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840188 TSecr=1428025846"
"7321","204.765265141","172.16.0.4","172.16.208.128","TCP","66","35612  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025847 TSecr=164840188"
"7322","204.794947370","172.16.0.4","172.16.208.128","TCP","74","35614  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025876 TSecr=0 WS=128"
"7323","204.795037172","172.16.208.128","172.16.0.4","TCP","74","12345  >  35614 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840218 TSecr=1428025876 WS=128"
"7324","204.795914191","172.16.0.4","172.16.208.128","TCP","66","35614  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025877 TSecr=164840218"
"7325","204.801930919","172.16.0.4","172.16.208.128","TCP","67","35614  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025883 TSecr=164840218"
"7326","204.801948218","172.16.0.4","172.16.208.128","TCP","66","35614  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025883 TSecr=164840218"
"7327","204.802071921","172.16.208.128","172.16.0.4","TCP","66","12345  >  35614 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840225 TSecr=1428025883"
"7328","204.802460929","172.16.208.128","172.16.0.4","TCP","66","12345  >  35614 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840225 TSecr=1428025883"
"7329","204.802925739","172.16.0.4","172.16.208.128","TCP","66","35614  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025884 TSecr=164840225"
"7330","204.825605420","172.16.0.4","172.16.208.128","TCP","74","35616  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025907 TSecr=0 WS=128"
"7331","204.825707022","172.16.208.128","172.16.0.4","TCP","74","12345  >  35616 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840249 TSecr=1428025907 WS=128"
"7332","204.826579341","172.16.0.4","172.16.208.128","TCP","66","35616  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025908 TSecr=164840249"
"7333","204.826880847","172.16.0.4","172.16.208.128","TCP","67","35616  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025908 TSecr=164840249"
"7334","204.826897647","172.16.0.4","172.16.208.128","TCP","66","35616  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025908 TSecr=164840249"
"7335","204.826953748","172.16.208.128","172.16.0.4","TCP","66","12345  >  35616 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840250 TSecr=1428025908"
"7336","204.827128652","172.16.208.128","172.16.0.4","TCP","66","12345  >  35616 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840250 TSecr=1428025908"
"7337","204.827382557","172.16.0.4","172.16.208.128","TCP","66","35616  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025909 TSecr=164840250"
"7338","204.866659889","172.16.0.4","172.16.208.128","TCP","74","35618  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025948 TSecr=0 WS=128"
"7339","204.866737291","172.16.208.128","172.16.0.4","TCP","74","12345  >  35618 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840290 TSecr=1428025948 WS=128"
"7340","204.867215601","172.16.0.4","172.16.208.128","TCP","66","35618  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025948 TSecr=164840290"
"7341","204.867232502","172.16.0.4","172.16.208.128","TCP","67","35618  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025949 TSecr=164840290"
"7342","204.867408005","172.16.208.128","172.16.0.4","TCP","66","12345  >  35618 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840290 TSecr=1428025949"
"7343","204.867682311","172.16.0.4","172.16.208.128","TCP","66","35618  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025949 TSecr=164840290"
"7344","204.868030619","172.16.208.128","172.16.0.4","TCP","66","12345  >  35618 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840291 TSecr=1428025949"
"7345","204.868391226","172.16.0.4","172.16.208.128","TCP","66","35618  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025950 TSecr=164840291"
"7346","204.898448663","172.16.0.4","172.16.208.128","TCP","74","35620  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428025980 TSecr=0 WS=128"
"7347","204.898539664","172.16.208.128","172.16.0.4","TCP","74","12345  >  35620 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840322 TSecr=1428025980 WS=128"
"7348","204.899210279","172.16.0.4","172.16.208.128","TCP","66","35620  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428025980 TSecr=164840322"
"7349","204.899486385","172.16.0.4","172.16.208.128","TCP","67","35620  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428025981 TSecr=164840322"
"7350","204.899498385","172.16.0.4","172.16.208.128","TCP","66","35620  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428025981 TSecr=164840322"
"7351","204.899541586","172.16.208.128","172.16.0.4","TCP","66","12345  >  35620 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840323 TSecr=1428025981"
"7352","204.899709589","172.16.208.128","172.16.0.4","TCP","66","12345  >  35620 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840323 TSecr=1428025981"
"7353","204.899977395","172.16.0.4","172.16.208.128","TCP","66","35620  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428025981 TSecr=164840323"
"7354","204.930571543","172.16.0.4","172.16.208.128","TCP","74","35622  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026012 TSecr=0 WS=128"
"7355","204.930643244","172.16.208.128","172.16.0.4","TCP","74","12345  >  35622 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840354 TSecr=1428026012 WS=128"
"7356","204.931219156","172.16.0.4","172.16.208.128","TCP","66","35622  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026012 TSecr=164840354"
"7357","204.931486762","172.16.0.4","172.16.208.128","TCP","67","35622  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026013 TSecr=164840354"
"7358","204.931525763","172.16.208.128","172.16.0.4","TCP","66","12345  >  35622 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840355 TSecr=1428026013"
"7359","204.931701867","172.16.0.4","172.16.208.128","TCP","66","35622  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026013 TSecr=164840354"
"7360","204.932161976","172.16.208.128","172.16.0.4","TCP","66","12345  >  35622 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840355 TSecr=1428026013"
"7361","204.932712888","172.16.0.4","172.16.208.128","TCP","66","35622  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026014 TSecr=164840355"
"7362","204.960423875","172.16.0.4","172.16.208.128","TCP","74","35624  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026042 TSecr=0 WS=128"
"7363","204.960497077","172.16.208.128","172.16.0.4","TCP","74","12345  >  35624 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840383 TSecr=1428026042 WS=128"
"7364","204.961234092","172.16.0.4","172.16.208.128","TCP","66","35624  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026042 TSecr=164840383"
"7365","204.961465998","172.16.0.4","172.16.208.128","TCP","67","35624  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026043 TSecr=164840383"
"7366","204.961478498","172.16.0.4","172.16.208.128","TCP","66","35624  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026043 TSecr=164840383"
"7367","204.961529798","172.16.208.128","172.16.0.4","TCP","66","12345  >  35624 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840385 TSecr=1428026043"
"7368","204.961762204","172.16.208.128","172.16.0.4","TCP","66","12345  >  35624 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840385 TSecr=1428026043"
"7369","204.962262914","172.16.0.4","172.16.208.128","TCP","66","35624  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026044 TSecr=164840385"
"7370","204.991683938","172.16.0.4","172.16.208.128","TCP","74","[TCP Port numbers reused] 35626  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026073 TSecr=0 WS=128"
"7371","204.991757639","172.16.208.128","172.16.0.4","TCP","74","12345  >  35626 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840415 TSecr=1428026073 WS=128"
"7372","204.992387952","172.16.0.4","172.16.208.128","TCP","66","35626  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026074 TSecr=164840415"
"7373","204.992922064","172.16.0.4","172.16.208.128","TCP","67","35626  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026074 TSecr=164840415"
"7374","204.992934264","172.16.0.4","172.16.208.128","TCP","66","35626  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026074 TSecr=164840415"
"7375","204.992986665","172.16.208.128","172.16.0.4","TCP","66","12345  >  35626 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840416 TSecr=1428026074"
"7376","204.993261871","172.16.208.128","172.16.0.4","TCP","66","12345  >  35626 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840416 TSecr=1428026074"
"7377","204.994061288","172.16.0.4","172.16.208.128","TCP","66","35626  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026075 TSecr=164840416"
"7378","205.021558170","172.16.0.4","172.16.208.128","TCP","74","[TCP Port numbers reused] 35628  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026103 TSecr=0 WS=128"
"7379","205.021628871","172.16.208.128","172.16.0.4","TCP","74","12345  >  35628 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840445 TSecr=1428026103 WS=128"
"7380","205.022438789","172.16.0.4","172.16.208.128","TCP","66","35628  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026104 TSecr=164840445"
"7381","205.022455489","172.16.0.4","172.16.208.128","TCP","67","35628  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026104 TSecr=164840445"
"7382","205.022664193","172.16.208.128","172.16.0.4","TCP","66","12345  >  35628 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840446 TSecr=1428026104"
"7383","205.022941999","172.16.0.4","172.16.208.128","TCP","66","35628  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026104 TSecr=164840445"
"7384","205.023173504","172.16.208.128","172.16.0.4","TCP","66","12345  >  35628 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840446 TSecr=1428026104"
"7385","205.023810317","172.16.0.4","172.16.208.128","TCP","66","35628  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026105 TSecr=164840446"
"7386","205.054686671","172.16.0.4","172.16.208.128","TCP","74","[TCP Port numbers reused] 35630  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026136 TSecr=0 WS=128"
"7387","205.054778673","172.16.208.128","172.16.0.4","TCP","74","12345  >  35630 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840478 TSecr=1428026136 WS=128"
"7388","205.055525789","172.16.0.4","172.16.208.128","TCP","66","35630  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026137 TSecr=164840478"
"7389","205.055538290","172.16.0.4","172.16.208.128","TCP","67","35630  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026137 TSecr=164840478"
"7390","205.055550490","172.16.0.4","172.16.208.128","TCP","66","35630  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026137 TSecr=164840478"
"7391","205.055704293","172.16.208.128","172.16.0.4","TCP","66","12345  >  35630 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840479 TSecr=1428026137"
"7392","205.056162903","172.16.208.128","172.16.0.4","TCP","66","12345  >  35630 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840479 TSecr=1428026137"
"7393","205.056869918","172.16.0.4","172.16.208.128","TCP","66","35630  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026138 TSecr=164840479"
"7394","205.084595905","172.16.0.4","172.16.208.128","TCP","74","[TCP Port numbers reused] 35632  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026166 TSecr=0 WS=128"
"7395","205.084669506","172.16.208.128","172.16.0.4","TCP","74","12345  >  35632 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840508 TSecr=1428026166 WS=128"
"7396","205.085451323","172.16.0.4","172.16.208.128","TCP","66","35632  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026167 TSecr=164840508"
"7397","205.085906132","172.16.0.4","172.16.208.128","TCP","67","35632  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026167 TSecr=164840508"
"7398","205.085923133","172.16.0.4","172.16.208.128","TCP","66","35632  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026167 TSecr=164840508"
"7399","205.085978234","172.16.208.128","172.16.0.4","TCP","66","12345  >  35632 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840509 TSecr=1428026167"
"7400","205.086244740","172.16.208.128","172.16.0.4","TCP","66","12345  >  35632 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840509 TSecr=1428026167"
"7401","205.087286162","172.16.0.4","172.16.208.128","TCP","66","35632  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026168 TSecr=164840509"
"7402","205.114968748","172.16.0.4","172.16.208.128","TCP","74","[TCP Port numbers reused] 35634  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026196 TSecr=0 WS=128"
"7403","205.115042049","172.16.208.128","172.16.0.4","TCP","74","12345  >  35634 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840538 TSecr=1428026196 WS=128"
"7404","205.115692763","172.16.0.4","172.16.208.128","TCP","66","35634  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026197 TSecr=164840538"
"7405","205.115704963","172.16.0.4","172.16.208.128","TCP","67","35634  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428026197 TSecr=164840538"
"7406","205.115832666","172.16.208.128","172.16.0.4","TCP","66","12345  >  35634 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164840539 TSecr=1428026197"
"7407","205.116111472","172.16.0.4","172.16.208.128","TCP","66","35634  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428026197 TSecr=164840538"
"7408","205.116246375","172.16.208.128","172.16.0.4","TCP","66","12345  >  35634 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164840539 TSecr=1428026197"
"7409","205.116704984","172.16.0.4","172.16.208.128","TCP","66","35634  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428026198 TSecr=164840539"
"7410","205.144443171","172.16.0.4","172.16.208.128","TCP","74","[TCP Port numbers reused] 35636  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428026226 TSecr=0 WS=128"
"7411","205.144512073","172.16.208.128","172.16.0.4","TCP","74","12345  >  35636 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164840568 TSecr=1428026226 WS=128"
"7412","205.145123186","172.16.0.4","172.16.208.128","TCP","66","35636  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428026226 TSecr=164840568"
