Source,Destination,Protocol,Length,Info,label,cluster
8071,6623,15,66,19874,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19875,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46133,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19876,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19877,1,0
8073,6625,1,329,76505,1,1
8075,6623,1,342,76448,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
24085,18758,0,42,77617,1,1
24088,18755,0,60,9882,1,0
8073,6622,14,146,76407,1,1
8071,6623,15,66,19878,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19879,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,946,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46134,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19880,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19881,1,0
24090,18763,10,107,77238,1,1
10157,11119,10,87,77238,1,1
24096,18763,10,107,77238,1,1
8071,11119,10,87,77238,1,1
8070,11119,10,87,77239,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19882,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19883,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46135,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19884,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19885,1,0
8070,11119,10,85,77243,1,1
24092,18763,10,105,77243,1,1
10155,11119,10,85,77243,1,1
24093,18763,10,105,77243,1,1
8070,11119,10,85,77242,1,1
24092,18763,10,105,77242,1,1
10155,11119,10,85,77242,1,1
24093,18763,10,105,77242,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
24085,18753,0,42,77612,1,1
24083,18755,0,60,9879,1,0
8073,6622,14,146,76407,1,1
8071,6623,15,66,19886,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,946,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46136,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19887,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19888,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19889,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19890,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,946,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46137,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19891,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19892,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8071,6625,1,385,76497,1,1
8075,6622,1,342,76440,1,1
24083,18749,0,60,76394,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
24083,18749,0,60,76394,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,217,76629,1,1
24083,18758,0,60,77616,1,1
24088,18753,0,60,9882,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19893,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19894,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46138,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19895,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19896,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19897,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46139,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19898,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19899,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19900,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,194,76407,1,1
8071,6623,15,66,19901,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,146,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,146,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,130,77228,1,1
8073,6622,15,66,46140,1,0
8071,6623,14,1458,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19902,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19903,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19904,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19905,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46141,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19906,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19907,1,0
24085,18753,0,42,77612,1,1
24083,18755,0,60,9879,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19908,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8073,6622,15,66,46142,1,0
8071,6623,14,162,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46143,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19909,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19910,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19911,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19912,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46144,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19913,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19914,1,0
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10156,8380,3,74,77376,1,1
10156,8380,3,74,77255,1,1
24086,18749,0,60,77619,1,1
24084,18756,0,42,11328,1,0
10159,8377,3,90,77559,1,1
10159,8377,3,158,77447,1,1
10156,4083,15,74,35400,1,0
5021,8377,15,60,33041,1,0
10156,4083,15,54,35395,1,0
10156,4083,17,571,76405,1,1
5021,8377,15,60,33035,1,0
5021,8377,17,2866,77226,1,1
10156,4083,15,54,35396,1,0
10156,4083,17,118,76400,1,1
10156,4083,17,289,76396,1,1
5021,8377,15,60,33036,1,0
5021,8377,15,60,33037,1,0
5021,8377,17,212,76397,1,1
5021,8377,17,112,76396,1,1
10156,4083,15,54,35397,1,0
10156,4083,17,85,76396,1,1
5021,8377,15,60,33038,1,0
5021,8377,17,1571,76397,1,1
10156,4083,15,54,35398,1,0
10156,8380,3,92,77387,1,1
10156,8380,3,92,77336,1,1
10159,8377,3,224,77570,1,1
10159,8377,3,256,77523,1,1
10156,661,15,74,26544,1,0
807,8377,15,60,32829,1,0
10156,661,15,54,26540,1,0
10156,661,16,571,76405,1,1
807,8377,15,60,32821,1,0
807,8377,15,2958,32828,1,0
807,8377,16,1656,77225,1,1
10156,661,15,54,26541,1,0
10156,661,15,54,26542,1,0
10156,661,16,212,76406,1,1
807,8377,15,60,32822,1,0
807,8377,16,105,76403,1,1
10156,661,16,3933,76396,1,1
807,8377,15,60,32823,1,0
807,8377,15,60,32824,1,0
807,8377,15,60,32825,1,0
807,8377,16,1134,76396,1,1
10156,661,16,85,76526,1,1
807,8377,15,60,32826,1,0
10156,661,15,54,26543,1,0
807,8377,15,60,32827,1,0
10156,8380,3,82,77302,1,1
10159,8377,3,130,77491,1,1
10156,4813,15,74,40669,1,0
5912,8377,15,60,33179,1,0
10156,4813,15,54,40665,1,0
10156,4813,17,645,76405,1,1
5912,8377,15,60,33171,1,0
5912,8377,17,153,76628,1,1
10156,4813,15,54,40667,1,0
10156,4813,17,679,76402,1,1
5912,8377,15,60,33172,1,0
5912,8377,17,7448,77224,1,1
10156,4813,15,54,40666,1,0
10156,4813,17,128,76396,1,1
10156,4813,17,146,76396,1,1
5912,8377,15,60,33173,1,0
10156,4813,17,351,76396,1,1
5912,8377,15,60,33174,1,0
5912,8377,15,60,33175,1,0
5912,8377,17,660,76399,1,1
10156,4813,17,85,76396,1,1
5912,8377,15,60,33176,1,0
5912,8377,17,429,76397,1,1
10156,4813,17,89,76396,1,1
5912,8377,15,60,33177,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
10157,8381,1,385,76478,1,1
10160,8378,1,347,76421,1,1
24082,18749,0,60,76395,1,1
10156,8380,3,99,77363,1,1
10156,8380,3,99,77301,1,1
10159,8377,3,195,77546,1,1
10159,8377,3,244,77490,1,1
10156,4081,15,74,45502,1,0
5019,8377,15,60,33221,1,0
10156,4081,15,54,45498,1,0
10156,4081,17,571,76405,1,1
5019,8377,15,60,33216,1,0
5019,8377,17,3582,77226,1,1
10156,4081,15,54,45500,1,0
10156,4081,17,1700,76401,1,1
5019,8377,15,60,33217,1,0
5019,8377,15,60,33218,1,0
5019,8377,17,212,76397,1,1
10156,4081,15,54,45499,1,0
24082,18749,0,60,76395,1,1
5019,8377,17,866,76397,1,1
10156,4081,17,78,76396,1,1
5019,8377,15,60,33219,1,0
10156,4081,15,54,45501,1,0
5019,8377,15,60,33220,1,0
24082,18757,0,60,77623,1,1
24087,18752,0,60,11332,1,0
8073,6622,14,146,76407,1,1
8071,6623,15,66,19915,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,15,66,19916,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,1602,77228,1,1
8073,6622,15,66,46147,1,0
8071,6623,14,242,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19917,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19918,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19919,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,178,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46148,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19920,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19921,1,0
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10156,4813,15,54,77632,1,1
24083,18755,0,60,77614,1,1
24085,18753,0,42,9880,1,0
24084,18756,0,42,77625,1,1
24086,18754,0,60,11331,1,0
8073,6622,14,146,76407,1,1
8071,6623,15,66,19922,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19923,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46149,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19924,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19925,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19926,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,15,66,19927,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,1602,77228,1,1
8073,6622,15,66,46150,1,0
8071,6623,14,242,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19932,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19933,1,0
24083,18755,0,60,77614,1,1
24085,18753,0,42,9880,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19934,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,274,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46152,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19936,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19937,1,0
10156,4813,15,54,77632,1,1
5912,8377,15,60,77630,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
24084,18756,0,42,77625,1,1
24086,18754,0,60,11331,1,0
8070,11194,13,212,76629,1,1
10155,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19938,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19939,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46153,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19940,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19941,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8070,11119,10,85,77243,1,1
24092,18763,10,105,77243,1,1
10155,11119,10,85,77243,1,1
24093,18763,10,105,77243,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
5021,8377,17,117,76397,1,1
10156,4083,17,110,76396,1,1
5021,8377,15,60,33039,1,0
10156,4083,15,54,35399,1,0
5021,8377,15,60,33040,1,0
8073,6622,14,146,76407,1,1
8071,6623,15,66,19942,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19943,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,994,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46154,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19944,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19945,1,0
10155,11119,10,85,77242,1,1
24093,18763,10,105,77242,1,1
8070,11119,10,85,77242,1,1
24092,18763,10,105,77242,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19946,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19947,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,210,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46155,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19948,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19949,1,0
8074,6625,1,326,76498,1,1
8075,6624,1,342,76441,1,1
10158,8381,1,326,76471,1,1
10160,8379,1,342,76414,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
10156,4813,15,54,77632,1,1
8073,6622,14,146,76407,1,1
5912,8377,15,60,77630,1,1
8071,6623,15,66,19950,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19951,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,994,77228,1,1
8073,6622,15,66,46156,1,0
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46157,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19955,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19956,1,0
24080,18757,0,60,77624,1,1
24087,18750,0,60,11332,1,0
24081,18758,0,60,77618,1,1
24088,18751,0,60,9882,1,0
24084,18756,0,42,77625,1,1
24086,18754,0,60,11331,1,0
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19957,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,178,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8073,6622,15,66,46158,1,0
8071,6623,14,402,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19958,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19959,1,0
24083,18755,0,60,77614,1,1
24085,18753,0,42,9880,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19960,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19961,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46159,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19962,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19963,1,0
5912,8377,17,135,76397,1,1
10156,4813,15,54,40668,1,0
5912,8377,15,60,33178,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
24084,18756,0,42,77625,1,1
24086,18754,0,60,11331,1,0
8073,6622,14,146,76407,1,1
8071,6623,15,66,19964,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19965,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46160,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19966,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19967,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
10155,11194,13,212,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,217,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19968,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,994,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46161,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19969,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19970,1,0
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
24083,18755,0,60,77614,1,1
24085,18753,0,42,9880,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19971,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19972,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46162,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19973,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19974,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19975,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,402,77228,1,1
8073,6622,15,66,46164,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19979,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19980,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19981,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19982,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,114,77228,1,1
8073,6622,15,66,46165,1,0
8071,6623,14,194,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19984,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19985,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19986,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,15,66,19987,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
