Source,Destination,Protocol,Length,Info,label,cluster
10156,606,15,54,43580,1,0
10156,606,15,54,43581,1,0
738,8377,15,14574,67554,1,1
738,8377,15,5862,67572,1,1
738,8377,15,5862,67577,1,1
10156,606,15,54,43582,1,0
738,8377,15,5862,67580,1,1
10156,606,15,54,43583,1,0
738,8377,15,5862,67582,1,1
738,8377,15,5862,67585,1,1
738,8377,15,2958,67590,1,1
10156,606,15,54,43584,1,0
738,8377,15,8766,67593,1,1
738,8377,15,5862,67599,1,1
738,8377,15,2958,67608,1,1
738,8377,15,2958,67613,1,1
10156,606,15,54,43585,1,0
738,8377,15,20382,67619,1,1
10156,606,15,54,43586,1,0
738,8377,15,5862,67637,1,1
738,8377,15,2958,67648,1,1
738,8377,15,2958,67656,1,1
10156,606,15,54,43587,1,0
738,8377,15,2958,67663,1,1
738,8377,15,5862,67668,1,1
738,8377,15,2958,67681,1,1
10156,606,15,54,43588,1,0
738,8377,15,2958,67690,1,1
738,8377,15,29094,67694,1,1
10156,606,15,54,43589,1,0
10156,606,15,54,43591,1,0
738,8377,15,5862,67722,1,1
738,8377,15,8766,67728,1,1
10156,606,15,54,43592,1,0
738,8377,15,2958,67735,1,1
738,8377,15,2958,67740,1,1
10156,606,15,54,43593,1,0
738,8377,15,23286,67744,1,1
10156,606,15,54,43595,1,0
738,8377,15,2958,67779,1,1
10156,606,15,54,43596,1,0
738,8377,15,5862,67784,1,1
10156,606,15,54,43597,1,0
738,8377,15,11670,67794,1,1
738,8377,15,2958,67812,1,1
10156,606,15,54,43598,1,0
738,8377,15,11670,67816,1,1
738,8377,15,11670,67833,1,1
738,8377,15,5862,67848,1,1
738,8377,15,8766,67862,1,1
738,8377,15,5862,67876,1,1
738,8377,15,2958,67886,1,1
738,8377,15,16026,67891,1,1
10156,606,15,54,43599,1,0
738,8377,15,1857,67915,1,1
10156,606,15,54,43600,1,0
738,8377,15,11319,67919,1,1
10156,606,15,54,43601,1,0
738,8377,15,8766,67936,1,1
738,8377,15,14574,67948,1,1
738,8377,15,5862,67966,1,1
738,8377,15,5862,67973,1,1
738,8377,15,5862,67982,1,1
738,8377,15,5862,67990,1,1
738,8377,15,6564,68002,1,1
10156,606,15,54,43603,1,0
738,8377,15,10968,68011,1,1
10156,606,15,54,43605,1,0
738,8377,15,2958,68027,1,1
10156,606,15,54,43606,1,0
738,8377,15,11670,68031,1,1
738,8377,15,9586,68050,1,1
738,8377,15,13122,68062,1,1
10156,606,15,54,43607,1,0
738,8377,15,11670,68077,1,1
10156,606,15,54,43608,1,0
738,8377,15,5862,68092,1,1
738,8377,15,2330,68097,1,1
738,8377,15,5862,68099,1,1
738,8377,15,17574,65320,1,1
10156,606,15,54,43609,1,0
738,8377,15,14478,68135,1,1
738,8377,15,2958,68149,1,1
738,8377,15,3937,68157,1,1
738,8377,15,7354,65321,1,1
738,8377,15,487,68166,1,1
738,8377,15,3937,68168,1,1
10156,606,15,54,43610,1,0
738,8377,15,19403,68172,1,1
10156,606,15,54,43611,1,0
738,8377,15,5862,68186,1,1
10156,606,15,54,43612,1,0
738,8377,15,17478,68191,1,1
10156,606,15,54,43613,1,0
738,8377,15,8766,68218,1,1
738,8377,15,2958,68225,1,1
738,8377,15,2958,68228,1,1
738,8377,15,2958,68229,1,1
738,8377,15,2958,68232,1,1
738,8377,15,2958,68233,1,1
10156,606,15,54,43614,1,0
738,8377,15,5862,68237,1,1
738,8377,15,5862,68247,1,1
10156,606,15,54,43615,1,0
738,8377,15,5862,68257,1,1
738,8377,15,2958,68267,1,1
10156,606,15,54,43616,1,0
738,8377,15,5862,68270,1,1
738,8377,15,5862,68278,1,1
10156,606,15,54,43617,1,0
738,8377,15,2958,68289,1,1
10156,606,15,54,43618,1,0
738,8377,15,5862,68295,1,1
10156,606,15,54,43619,1,0
738,8377,15,5862,68301,1,1
738,8377,15,5862,68312,1,1
738,8377,15,2958,68320,1,1
738,8377,15,5862,68323,1,1
10156,606,15,54,43620,1,0
738,8377,15,5862,68330,1,1
738,8377,15,2958,68339,1,1
738,8377,15,2958,68347,1,1
10156,606,15,54,43621,1,0
738,8377,15,2958,68349,1,1
738,8377,15,2958,68352,1,1
738,8377,15,2958,68358,1,1
10156,606,15,54,43622,1,0
738,8377,15,5862,68363,1,1
738,8377,15,5862,68372,1,1
738,8377,15,2958,68381,1,1
738,8377,15,5894,65328,1,1
10156,606,15,54,43624,1,0
10156,606,15,54,43625,1,0
738,8377,15,2926,68398,1,1
738,8377,15,5862,68401,1,1
738,8377,15,2958,68412,1,1
10156,606,15,54,43627,1,0
738,8377,15,11670,68419,1,1
738,8377,15,2958,68441,1,1
738,8377,15,5862,68448,1,1
738,8377,15,5862,68461,1,1
10156,606,15,54,43628,1,0
738,8377,15,5862,68471,1,1
738,8377,15,5862,68481,1,1
10156,606,15,54,43629,1,0
738,8377,15,2958,68488,1,1
10156,606,15,54,43630,1,0
738,8377,15,5862,68494,1,1
10156,606,15,54,43631,1,0
738,8377,15,5862,68504,1,1
738,8377,15,2958,68512,1,1
10156,606,15,54,43632,1,0
738,8377,15,4410,68519,1,1
738,8377,15,8766,68527,1,1
738,8377,15,4434,65332,1,1
10156,606,15,54,43633,1,0
738,8377,15,1482,68550,1,1
738,8377,15,2958,68553,1,1
738,8377,15,2958,68559,1,1
738,8377,15,2958,68563,1,1
10156,606,15,54,43635,1,0
738,8377,15,5862,68567,1,1
738,8377,15,5862,68575,1,1
738,8377,15,5862,68587,1,1
10156,606,15,54,43636,1,0
738,8377,15,5862,68594,1,1
738,8377,15,5862,68599,1,1
10156,606,15,54,43637,1,0
738,8377,15,5862,68609,1,1
738,8377,15,1506,68616,1,1
10156,606,15,54,43638,1,0
738,8377,15,10218,68620,1,1
738,8377,15,5862,68632,1,1
738,8377,15,2958,68639,1,1
738,8377,15,2958,68641,1,1
10156,606,15,54,43640,1,0
738,8377,15,2958,68648,1,1
738,8377,15,2958,68650,1,1
10156,606,15,54,43641,1,0
738,8377,15,5862,68654,1,1
738,8377,15,2958,68663,1,1
10156,606,15,54,43642,1,0
738,8377,15,5862,68669,1,1
738,8377,15,2958,68676,1,1
738,8377,15,8766,68681,1,1
738,8377,15,5862,68687,1,1
10156,606,15,54,43643,1,0
738,8377,15,2958,68690,1,1
738,8377,15,2958,68693,1,1
10156,606,15,54,43644,1,0
738,8377,15,5862,68697,1,1
738,8377,15,4410,68702,1,1
10156,606,15,54,43645,1,0
738,8377,15,26190,68707,1,1
10156,606,15,54,43647,1,0
738,8377,15,10218,68729,1,1
738,8377,15,5862,68738,1,1
10156,606,15,54,43649,1,0
738,8377,15,2958,68744,1,1
738,8377,15,18710,68748,1,1
738,8377,15,8766,68775,1,1
738,8377,15,11670,68791,1,1
738,8377,15,6082,68808,1,1
738,8377,15,405,68819,1,1
10156,606,15,54,43651,1,0
738,8377,15,11319,68820,1,1
10156,606,15,54,43652,1,0
738,8377,15,5862,68832,1,1
738,8377,15,5862,68848,1,1
10156,606,15,54,43654,1,0
738,8377,15,14574,68863,1,1
738,8377,15,5862,68884,1,1
738,8377,15,5862,68894,1,1
738,8377,15,5862,68905,1,1
738,8377,15,2958,68917,1,1
738,8377,15,5862,68920,1,1
738,8377,15,756,68923,1,1
738,8377,15,16776,68924,1,1
738,8377,15,405,68928,1,1
10156,606,15,54,43655,1,0
738,8377,15,64293,68929,1,1
10156,606,15,54,43656,1,0
738,8377,15,64293,68971,1,1
10156,606,15,54,43658,1,0
738,8377,15,64293,69033,1,1
10156,606,15,54,43659,1,0
738,8377,15,64293,69117,1,1
10156,606,15,54,43661,1,0
738,8377,15,64293,69222,1,1
10156,606,15,54,43663,1,0
738,8377,15,64293,69328,1,1
10156,606,15,54,43666,1,0
738,8377,15,64293,69432,1,1
10156,606,15,54,43667,1,0
738,8377,15,20478,69543,1,1
10156,606,15,54,43669,1,0
738,8377,15,29094,69571,1,1
10156,606,15,54,43670,1,0
738,8377,15,8766,69612,1,1
738,8377,15,6117,69631,1,1
738,8377,15,14319,69638,1,1
10156,606,15,54,43671,1,0
738,8377,15,11670,69641,1,1
10156,606,15,54,43672,1,0
738,8377,15,17478,69651,1,1
738,8377,15,14654,65376,1,1
738,8377,15,2878,69673,1,1
738,8377,15,8766,69678,1,1
738,8377,15,5862,69684,1,1
738,8377,15,14574,69688,1,1
10156,606,15,54,43674,1,0
738,8377,15,8766,69704,1,1
738,8377,15,26190,69711,1,1
10156,606,15,54,43675,1,0
738,8377,15,11670,69757,1,1
10156,606,15,54,43676,1,0
738,8377,15,17478,69779,1,1
10156,606,15,54,43677,1,0
738,8377,15,17478,69807,1,1
10156,606,15,54,43679,1,0
738,8377,15,23286,69827,1,1
738,8377,15,5862,69856,1,1
738,8377,15,2958,69867,1,1
738,8377,15,2958,69871,1,1
738,8377,15,14574,69878,1,1
738,8377,15,8766,69909,1,1
10156,606,15,54,43680,1,0
738,8377,15,5862,69923,1,1
738,8377,15,5862,69932,1,1
10156,606,15,54,43682,1,0
738,8377,15,2958,69941,1,1
10156,606,15,54,43683,1,0
738,8377,15,2958,69950,1,1
738,8377,15,2958,69955,1,1
738,8377,15,8766,69958,1,1
10156,606,15,54,43684,1,0
738,8377,15,5862,69978,1,1
738,8377,15,2958,69990,1,1
738,8377,15,5862,69994,1,1
738,8377,15,5862,70008,1,1
738,8377,15,11670,70020,1,1
738,8377,15,5862,70027,1,1
738,8377,15,5862,70032,1,1
738,8377,15,5862,70036,1,1
738,8377,15,3309,70041,1,1
10156,606,15,54,43685,1,0
738,8377,15,31647,70043,1,1
738,8377,15,2958,70052,1,1
738,8377,15,2958,70054,1,1
738,8377,15,5862,70055,1,1
738,8377,15,2958,70057,1,1
738,8377,15,5862,70060,1,1
738,8377,15,5862,70066,1,1
10156,606,15,54,43686,1,0
738,8377,15,29094,70068,1,1
738,8377,15,11670,70086,1,1
738,8377,15,5862,70094,1,1
738,8377,15,5862,70098,1,1
738,8377,15,11670,70102,1,1
10156,606,15,54,43688,1,0
738,8377,15,405,70113,1,1
738,8377,15,17127,70115,1,1
738,8377,15,8766,70124,1,1
738,8377,15,2958,70137,1,1
738,8377,15,2958,70142,1,1
738,8377,15,2958,70146,1,1
738,8377,15,4410,70149,1,1
738,8377,15,2958,70157,1,1
738,8377,15,2958,70160,1,1
738,8377,15,2958,70166,1,1
738,8377,15,5862,70169,1,1
738,8377,15,2930,70178,1,1
10156,606,15,54,43689,1,0
738,8377,15,4410,70185,1,1
738,8377,15,20382,70193,1,1
10156,606,15,54,43690,1,0
738,8377,15,20410,70214,1,1
738,8377,15,2958,70246,1,1
738,8377,15,5862,70255,1,1
10156,606,15,54,43692,1,0
738,8377,15,5862,70262,1,1
10156,606,15,54,43693,1,0
738,8377,15,11670,70274,1,1
738,8377,15,5862,70298,1,1
10156,606,15,54,43694,1,0
738,8377,15,5862,70314,1,1
738,8377,15,5862,70321,1,1
738,8377,15,1514,65387,1,1
738,8377,15,4402,70327,1,1
10156,606,15,54,43695,1,0
738,8377,15,5862,70333,1,1
738,8377,15,2958,70342,1,1
738,8377,15,2958,70347,1,1
10156,606,15,54,43696,1,0
738,8377,15,5862,70350,1,1
738,8377,15,2958,70358,1,1
738,8377,15,2958,70360,1,1
738,8377,15,2958,70367,1,1
738,8377,15,2958,70373,1,1
738,8377,15,2958,70375,1,1
738,8377,15,5862,70383,1,1
10156,606,15,54,43697,1,0
738,8377,15,5862,70390,1,1
738,8377,15,2958,70396,1,1
10156,606,15,54,43698,1,0
738,8377,15,5862,70402,1,1
738,8377,15,5862,70412,1,1
738,8377,15,2958,70420,1,1
738,8377,15,5862,70427,1,1
10156,606,15,54,43699,1,0
738,8377,15,8766,70436,1,1
10156,606,15,54,43700,1,0
738,8377,15,2958,70446,1,1
738,8377,15,5862,70454,1,1
738,8377,15,2974,65393,1,1
738,8377,15,17462,70469,1,1
738,8377,15,11734,65394,1,1
738,8377,15,7250,70515,1,1
10156,606,15,54,43702,1,0
738,8377,15,16377,70526,1,1
10156,606,15,54,43704,1,0
738,8377,15,14223,70537,1,1
10156,606,15,54,43705,1,0
738,8377,15,20382,70558,1,1
738,8377,15,8766,70585,1,1
738,8377,15,11670,70598,1,1
738,8377,15,2958,70611,1,1
738,8377,15,2958,70619,1,1
738,8377,15,5862,70624,1,1
738,8377,15,11670,70633,1,1
10156,606,15,54,43707,1,0
738,8377,15,2958,70653,1,1
738,8377,15,5894,65397,1,1
10156,606,15,54,43708,1,0
738,8377,15,8734,70670,1,1
10156,606,15,54,43709,1,0
738,8377,15,11734,65398,1,1
738,8377,15,5798,70709,1,1
738,8377,15,8766,70720,1,1
738,8377,15,1514,65400,1,1
738,8377,15,1498,70733,1,1
10156,606,15,54,43711,1,0
738,8377,15,5862,70736,1,1
738,8377,15,2958,70746,1,1
10156,606,15,54,43712,1,0
738,8377,15,2958,70751,1,1
738,8377,15,2958,70755,1,1
738,8377,15,2958,70757,1,1
738,8377,15,2958,70761,1,1
738,8377,15,2958,70764,1,1
738,8377,15,5862,70768,1,1
738,8377,15,5862,70780,1,1
10156,606,15,54,43713,1,0
738,8377,15,5862,70785,1,1
738,8377,15,2958,70790,1,1
10156,606,15,54,43714,1,0
738,8377,15,16114,65402,1,1
738,8377,15,8678,70803,1,1
10156,606,15,54,43715,1,0
738,8377,15,11670,70812,1,1
10156,606,15,54,43716,1,0
738,8377,15,8766,70816,1,1
738,8377,15,2958,70824,1,1
738,8377,15,5862,70826,1,1
738,8377,15,4410,70829,1,1
738,8377,15,11670,70831,1,1
738,8377,15,5862,70834,1,1
738,8377,15,5862,70836,1,1
10156,606,15,54,43717,1,0
738,8377,15,5862,70841,1,1
10156,606,15,54,43718,1,0
738,8377,15,2958,70843,1,1
738,8377,15,2958,70845,1,1
738,8377,15,5862,70847,1,1
10156,606,15,54,43719,1,0
738,8377,15,5862,70850,1,1
738,8377,15,4410,70853,1,1
738,8377,15,11670,70854,1,1
738,8377,15,13122,70857,1,1
738,8377,15,4410,70861,1,1
738,8377,15,5862,70864,1,1
738,8377,15,2958,70868,1,1
738,8377,15,7314,70874,1,1
738,8377,15,405,70878,1,1
10156,606,15,54,43720,1,0
738,8377,15,12771,70879,1,1
10156,606,15,54,43721,1,0
738,8377,15,11670,70887,1,1
10156,606,15,54,43722,1,0
738,8377,15,5862,70894,1,1
738,8377,15,5862,70898,1,1
738,8377,15,2958,70902,1,1
738,8377,15,2958,70905,1,1
738,8377,15,5862,70907,1,1
738,8377,15,2958,70909,1,1
10156,606,15,54,43723,1,0
738,8377,15,5862,70911,1,1
10156,606,15,54,43724,1,0
738,8377,15,2958,70915,1,1
10156,606,15,54,43725,1,0
738,8377,15,16026,70917,1,1
738,8377,15,8766,70929,1,1
10156,606,15,54,43727,1,0
10156,606,15,54,43728,1,0
738,8377,15,17478,70936,1,1
738,8377,15,2958,70946,1,1
10156,606,15,54,43729,1,0
738,8377,15,5862,70951,1,1
738,8377,15,2958,70954,1,1
738,8377,15,5862,70957,1,1
10156,606,15,54,43730,1,0
738,8377,15,17478,70965,1,1
10156,606,15,54,43731,1,0
738,8377,15,2958,70984,1,1
10156,606,15,54,43732,1,0
738,8377,15,11670,70987,1,1
738,8377,15,11670,70997,1,1
10156,606,15,54,43734,1,0
738,8377,15,2958,71005,1,1
738,8377,15,5862,71009,1,1
738,8377,15,5862,71011,1,1
738,8377,15,1514,65406,1,1
10156,606,15,54,43735,1,0
738,8377,15,4402,71022,1,1
738,8377,15,2958,71029,1,1
10156,606,15,54,43736,1,0
10156,606,15,54,43737,1,0
738,8377,15,5862,71031,1,1
10156,606,15,54,43738,1,0
738,8377,15,8766,71041,1,1
738,8377,15,11670,71049,1,1
10156,606,15,54,43740,1,0
738,8377,15,7314,71068,1,1
10156,606,15,54,43741,1,0
738,8377,15,2958,71081,1,1
738,8377,15,8766,71089,1,1
10156,606,15,54,43742,1,0
738,8377,15,8766,71100,1,1
738,8377,15,8766,71115,1,1
738,8377,15,5862,71128,1,1
10156,606,15,54,43743,1,0
738,8377,15,5862,71135,1,1
10156,606,15,54,43744,1,0
738,8377,15,1514,65409,1,1
738,8377,15,4402,71147,1,1
10156,606,15,54,43745,1,0
738,8377,15,5862,71155,1,1
738,8377,15,1506,71162,1,1
10156,606,15,54,43746,1,0
738,8377,15,13194,65410,1,1
738,8377,15,5790,71179,1,1
738,8377,15,10218,71187,1,1
10156,606,15,54,43748,1,0
738,8377,15,1514,65412,1,1
738,8377,15,4402,71202,1,1
10156,606,15,54,43749,1,0
738,8377,15,5862,71210,1,1
738,8377,15,11670,71220,1,1
10156,606,15,54,43750,1,0
738,8377,15,5862,71229,1,1
10156,606,15,54,43751,1,0
738,8377,15,5862,71230,1,1
738,8377,15,2958,71231,1,1
738,8377,15,2958,71233,1,1
10156,606,15,54,43752,1,0
738,8377,15,2958,71234,1,1
738,8377,15,2958,71236,1,1
10156,606,15,54,43753,1,0
738,8377,15,2958,71237,1,1
10156,606,15,54,43754,1,0
738,8377,15,2958,71239,1,1
10156,606,15,54,43755,1,0
738,8377,15,5862,71240,1,1
10156,606,15,54,43756,1,0
738,8377,15,5862,71242,1,1
738,8377,15,16026,71244,1,1
738,8377,15,16026,71247,1,1
10156,606,15,54,43757,1,0
738,8377,15,5862,71252,1,1
738,8377,15,2958,71254,1,1
10156,606,15,54,43759,1,0
738,8377,15,5862,71255,1,1
738,8377,15,5862,71257,1,1
10156,606,15,54,43760,1,0
738,8377,15,2958,71259,1,1
738,8377,15,2958,71260,1,1
738,8377,15,4382,71262,1,1
10156,606,15,54,43761,1,0
738,8377,15,46518,71263,1,1
10156,606,15,54,43762,1,0
738,8377,15,23286,71266,1,1
10156,606,15,54,43763,1,0
738,8377,15,14574,71267,1,1
10156,606,15,54,43764,1,0
738,8377,15,11670,71268,1,1
10156,606,15,54,43765,1,0
738,8377,15,5862,71269,1,1
10156,606,15,54,43766,1,0
738,8377,15,17478,71270,1,1
738,8377,15,8766,71272,1,1
738,8377,15,2958,71273,1,1
738,8377,15,2958,71274,1,1
738,8377,15,405,71275,1,1
738,8377,15,5511,71276,1,1
738,8377,15,2958,71277,1,1
10156,606,15,54,43768,1,0
738,8377,15,2958,71278,1,1
738,8377,15,2958,71279,1,1
10156,606,15,54,43769,1,0
738,8377,15,5862,71280,1,1
738,8377,15,2958,71281,1,1
738,8377,15,5862,71282,1,1
10156,606,15,54,43770,1,0
10156,606,15,54,43771,1,0
738,8377,15,5862,71283,1,1
738,8377,15,5862,71284,1,1
738,8377,15,2958,71285,1,1
738,8377,15,5862,71286,1,1
738,8377,15,2958,71287,1,1
10156,606,15,54,43772,1,0
738,8377,15,5862,71288,1,1
10156,606,15,54,43773,1,0
738,8377,15,5862,71289,1,1
10156,606,15,54,43774,1,0
738,8377,15,2958,71290,1,1
10156,606,15,54,43775,1,0
738,8377,15,14574,71291,1,1
10156,606,15,54,43776,1,0
738,8377,15,19034,65417,1,1
738,8377,15,1402,71292,1,1
738,8377,15,4434,65418,1,1
10156,606,15,54,43777,1,0
738,8377,15,10194,71293,1,1
738,8377,15,5862,71294,1,1
10156,606,15,54,43778,1,0
738,8377,15,46518,71295,1,1
10156,606,15,54,43780,1,0
738,8377,15,17478,71297,1,1
10156,606,15,54,43781,1,0
738,8377,15,5862,71298,1,1
738,8377,15,2958,71299,1,1
738,8377,15,5862,71300,1,1
10156,606,15,54,43782,1,0
738,8377,15,5862,71301,1,1
738,8377,15,2958,71302,1,1
738,8377,15,2958,71303,1,1
10156,606,15,54,43783,1,0
738,8377,15,5862,71304,1,1
738,8377,15,2958,71305,1,1
738,8377,15,5862,71306,1,1
10156,606,15,54,43784,1,0
10156,606,15,54,43785,1,0
738,8377,15,30546,71307,1,1
10156,606,15,54,43786,1,0
738,8377,15,33801,71308,1,1
738,8377,15,12771,71309,1,1
10156,606,15,54,43787,1,0
738,8377,15,17829,71310,1,1
10156,606,15,54,43789,1,0
738,8377,15,36554,65419,1,1
738,8377,15,955,71312,1,1
738,8377,15,8766,71313,1,1
10156,606,15,54,43790,1,0
738,8377,15,31998,71314,1,1
10156,606,15,54,43791,1,0
738,8377,15,13122,71315,1,1
738,8377,15,11734,65420,1,1
738,8377,15,2894,71316,1,1
738,8377,15,4761,71317,1,1
738,8377,15,9867,71318,1,1
10156,606,15,54,43793,1,0
738,8377,15,1506,71320,1,1
10156,606,15,54,43794,1,0
738,8377,15,11670,71321,1,1
738,8377,15,8766,71322,1,1
738,8377,15,2958,71323,1,1
738,8377,15,2958,71324,1,1
738,8377,15,5862,71325,1,1
738,8377,15,5862,71326,1,1
738,8377,15,2958,71327,1,1
738,8377,15,2958,71328,1,1
738,8377,15,5862,71329,1,1
738,8377,15,5862,71330,1,1
738,8377,15,2958,71332,1,1
738,8377,15,2958,71333,1,1
738,8377,15,2958,71334,1,1
738,8377,15,405,71335,1,1
10156,606,15,54,43796,1,0
738,8377,15,14223,71336,1,1
10156,606,15,54,43797,1,0
738,8377,15,18930,71337,1,1
10156,606,15,54,43798,1,0
738,8377,15,31998,71338,1,1
738,8377,15,14574,71340,1,1
10156,606,15,54,43800,1,0
738,8377,15,5862,71341,1,1
738,8377,15,5862,71342,1,1
10156,606,15,54,43801,1,0
738,8377,15,8766,71343,1,1
738,8377,15,8766,71344,1,1
10156,606,15,54,43802,1,0
738,8377,15,5862,71346,1,1
738,8377,15,5862,71348,1,1
738,8377,15,5862,71349,1,1
738,8377,15,4410,71350,1,1
738,8377,15,2958,71351,1,1
738,8377,15,2958,71352,1,1
738,8377,15,5862,71353,1,1
738,8377,15,5862,71354,1,1
738,8377,15,5862,71355,1,1
738,8377,15,10218,71356,1,1
738,8377,15,405,71357,1,1
10156,606,15,54,43805,1,0
738,8377,15,5511,71358,1,1
738,8377,15,11670,71359,1,1
738,8377,15,5862,71360,1,1
738,8377,15,2958,71361,1,1
738,8377,15,5862,71362,1,1
738,8377,15,11670,71363,1,1
738,8377,15,8766,71364,1,1
738,8377,15,2958,71365,1,1
10156,606,15,54,43806,1,0
738,8377,15,46518,71366,1,1
738,8377,15,5862,71367,1,1
10156,606,15,54,43807,1,0
738,8377,15,2958,71368,1,1
738,8377,15,5862,71369,1,1
738,8377,15,3309,71370,1,1
738,8377,15,11319,71371,1,1
10156,606,15,54,43808,1,0
738,8377,15,4410,71372,1,1
10156,606,15,54,43809,1,0
738,8377,15,43614,71373,1,1
738,8377,15,4410,71375,1,1
738,8377,15,16377,71376,1,1
10156,606,15,54,43811,1,0
738,8377,15,49043,71377,1,1
10156,606,15,54,43812,1,0
738,8377,15,27642,71378,1,1
738,8377,15,18930,71379,1,1
738,8377,15,17829,71380,1,1
10156,606,15,54,43813,1,0
738,8377,15,17127,71381,1,1
10156,606,15,54,43814,1,0
738,8377,15,8766,71382,1,1
10156,606,15,54,43816,1,0
738,8377,15,46518,71384,1,1
738,8377,15,14574,71386,1,1
738,8377,15,3309,71387,1,1
10156,606,15,54,43818,1,0
738,8377,15,11319,71388,1,1
10156,606,15,54,43819,1,0
738,8377,15,2958,71389,1,1
10156,606,15,54,43820,1,0
738,8377,15,14574,71390,1,1
738,8377,15,5862,71391,1,1
738,8377,15,8766,71392,1,1
738,8377,15,11670,71393,1,1
738,8377,15,5862,71394,1,1
10156,606,15,54,43821,1,0
738,8377,15,14574,71395,1,1
738,8377,15,3309,71396,1,1
10156,606,15,54,43823,1,0
738,8377,15,14223,71398,1,1
738,8377,15,14574,71399,1,1
738,8377,15,8766,71400,1,1
738,8377,15,1514,65421,1,1
738,8377,15,1498,71401,1,1
738,8377,15,5862,71402,1,1
738,8377,15,5862,71403,1,1
738,8377,15,11670,71404,1,1
738,8377,15,756,71405,1,1
10156,606,15,54,43824,1,0
738,8377,15,5160,71406,1,1
10156,606,15,54,43825,1,0
738,8377,15,17478,71407,1,1
10156,606,15,54,43827,1,0
738,8377,15,5862,71409,1,1
738,8377,15,2958,71410,1,1
738,8377,15,20382,71411,1,1
10156,606,15,54,43829,1,0
738,8377,15,5862,71413,1,1
738,8377,15,2958,71414,1,1
738,8377,15,8766,71415,1,1
10156,606,15,54,43830,1,0
738,8377,15,5862,71416,1,1
738,8377,15,5862,71417,1,1
738,8377,15,5862,71418,1,1
10156,606,15,54,43831,1,0
738,8377,15,5862,71419,1,1
738,8377,15,5862,71420,1,1
738,8377,15,5862,71421,1,1
738,8377,15,5862,71422,1,1
738,8377,15,2958,71424,1,1
738,8377,15,8766,71425,1,1
738,8377,15,5862,71426,1,1
10156,606,15,54,43833,1,0
738,8377,15,17478,71427,1,1
10156,606,15,54,43834,1,0
738,8377,15,2958,71428,1,1
738,8377,15,61389,71429,1,1
10156,606,15,54,43835,1,0
738,8377,15,2958,71431,1,1
10156,606,15,54,43837,1,0
738,8377,15,64293,71432,1,1
10156,606,15,54,43840,1,0
738,8377,15,64293,71435,1,1
10156,606,15,54,43843,1,0
738,8377,15,64293,71438,1,1
10156,606,15,54,43846,1,0
738,8377,15,64293,71441,1,1
10156,606,15,54,43847,1,0
738,8377,15,64293,71442,1,1
10156,606,15,54,43850,1,0
738,8377,15,64293,71445,1,1
10156,606,15,54,43853,1,0
738,8377,15,64293,71448,1,1
10156,606,15,54,43854,1,0
738,8377,15,64293,71449,1,1
10156,606,15,54,43856,1,0
738,8377,15,59914,65422,1,1
738,8377,15,4433,71452,1,1
10156,606,15,54,43858,1,0
738,8377,15,64293,71453,1,1
10156,606,15,54,43861,1,0
738,8377,15,64293,71456,1,1
10156,606,15,54,43862,1,0
738,8377,15,20494,65423,1,1
738,8377,15,43853,71457,1,1
10156,606,15,54,43863,1,0
738,8377,15,64293,71458,1,1
10156,606,15,54,43866,1,0
738,8377,15,64293,71461,1,1
10156,606,15,54,43867,1,0
738,8377,15,64293,71462,1,1
10156,606,15,54,43870,1,0
738,8377,15,21998,71465,1,1
10156,606,15,54,43871,1,0
738,8377,15,17478,71466,1,1
10156,606,15,54,43873,1,0
738,8377,15,34902,71468,1,1
10156,606,15,54,43874,1,0
738,8377,15,12021,71469,1,1
10156,606,15,54,43875,1,0
738,8377,15,14223,71470,1,1
10156,606,15,54,43877,1,0
738,8377,15,46518,71472,1,1
10156,606,15,54,43879,1,0
738,8377,15,14574,71474,1,1
738,8377,15,3309,71475,1,1
10156,606,15,54,43880,1,0
738,8377,15,9867,71476,1,1
10156,606,15,54,43881,1,0
738,8377,15,7314,71477,1,1
738,8377,15,14574,71478,1,1
10156,606,15,54,43882,1,0
10156,606,15,54,43883,1,0
738,8377,15,5862,71479,1,1
10156,606,15,54,43884,1,0
738,8377,15,43614,71480,1,1
738,8377,15,7314,71482,1,1
10156,606,15,54,43886,1,0
738,8377,15,33450,71483,1,1
10156,606,15,54,43887,1,0
738,8377,15,16026,71484,1,1
10156,606,15,54,43888,1,0
738,8377,15,42162,71485,1,1
738,8377,15,22185,71486,1,1
10156,606,15,54,43889,1,0
738,8377,15,2607,71487,1,1
10156,606,15,54,43890,1,0
738,8377,15,16026,71488,1,1
738,8377,15,17478,71489,1,1
738,8377,15,11670,71490,1,1
738,8377,15,2958,71491,1,1
10156,606,15,54,43891,1,0
738,8377,15,29094,71492,1,1
738,8377,15,14574,71493,1,1
738,8377,15,8766,71494,1,1
10156,606,15,54,43892,1,0
738,8377,15,2958,71495,1,1
10156,606,15,54,43893,1,0
738,8377,15,29094,71496,1,1
738,8377,15,17478,71497,1,1
10156,606,15,54,43894,1,0
738,8377,15,17829,71498,1,1
10156,606,15,54,43896,1,0
738,8377,15,28743,71500,1,1
738,8377,15,17478,71501,1,1
738,8377,15,405,71502,1,1
738,8377,15,8415,71503,1,1
10156,606,15,54,43898,1,0
738,8377,15,36354,71505,1,1
10156,606,15,54,43899,1,0
738,8377,15,64293,71506,1,1
10156,606,15,54,43902,1,0
738,8377,15,38907,71509,1,1
